web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563718-56","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","When the team looked at the NIRCam data, they saw patterns consistent with a volatile-rich atmosphere. “We see evidence of a dip in the spectrum between 4 and 5 microns — less of this light is reaching the telescope,” explained co-author Aaron Bello-Arufe, also from NASA JPL. “This suggests the presence of an atmosphere containing carbon monoxide or carbon dioxide, which absorb these wavelengths of light.” A planet with no atmosphere or an atmosphere consisting only of vaporized rock would not have this specific spectral feature."
"1751563718-57","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","“We’ve spent the last ten years modelling different scenarios, trying to imagine what this world might look like,” said co-author Yamila Miguel from the Leiden Observatory and the Netherlands Institute for Space Research (SRON). “Finally getting some confirmation of our work is priceless!”"
"1751563718-58","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","The team thinks that the gases blanketing 55 Cancri e would be bubbling out from the interior, rather than being present ever since the planet formed. “The primary atmosphere would be long gone because of the high temperature and intense radiation from the star,” said Bello-Arufe. “This would be a secondary atmosphere that is continuously replenished by the magma ocean. Magma is not just crystals and liquid rock; there’s a lot of dissolved gas in it, too.”"
"1751563718-59","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","While 55 Cancri e is far too hot to be habitable, researchers think it could provide a unique window for studying interactions between atmospheres, surfaces, and interiors of rocky planets, and perhaps provide insights into the early conditions of Earth, Venus, and Mars, which are thought to have been covered in magma oceans far in the past. “Ultimately, we want to understand what conditions make it possible for a rocky planet to sustain a gas-rich atmosphere: a key ingredient for a habitable planet,” said Hu."
"1751563718-60","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","This research was conducted as part of Webb’s General Observers (GO) Program 1952. Analysis of additional secondary eclipse observations of 55 Cancri e are currently in progress."
"1751563718-61","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-102?itemsPerPage=50&page=1","NASA's Webb Hints at Possible Atmosphere Surrounding Rocky Exoplanet","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and the Canadian Space Agency."
"1751563722-62","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","A surprising deficiency of methane suggests that tidal heating has puffed up the atmosphere of the warm gas giant WASP-107 b.",""
"1751563722-63","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","Why is the warm gas-giant exoplanet WASP-107 b so, so puffy? With a moderate temperature and an ultra-low density on par with a microwaved marshmallow, it seems to defy standard theories of planet formation and evolution.",""
"1751563722-64","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","Two independent teams of researchers think they’ve figured it out. Data from Webb, combined with prior observations from Hubble, show that the interior of WASP-107 b must be a lot toastier than previously estimated. The unexpectedly high temperature, which is thought to be caused by tidal forces that stretch the planet like silly putty, can explain how planets like WASP-107 b can be so floofy, possibly solving a long-standing mystery in exoplanet science.",""
"1751563722-65","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","Lee esta historia en español.",""
"1751563722-66","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","Why is the warm gas-giant exoplanet WASP-107 b so puffy? Two independent teams of researchers have an answer."
"1751563722-67","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","Data collected using NASA’s James Webb Space Telescope, combined with prior observations from NASA’s Hubble Space Telescope, show surprisingly little methane (CH4) in the planet’s atmosphere, indicating that the interior of WASP-107 b must be significantly hotter and the core much more massive than previously estimated."
"1751563722-68","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","The unexpectedly high temperature is thought to be a result of tidal heating caused by the planet’s slightly non-circular orbit, and can explain how WASP-107 b can be so inflated without resorting to extreme theories of how it formed."
"1751563722-69","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","The results, which were made possible by Webb’s extraordinary sensitivity and accompanying ability to measure light passing through exoplanet atmospheres, may explain the puffiness of dozens of low-density exoplanets, helping solve a long-standing mystery in exoplanet science."
"1751563722-70","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","At more than three-quarters the volume of Jupiter but less than one-tenth the mass, the “warm Neptune” exoplanet WASP-107 b is one of the least dense planets known. While puffy planets are not uncommon, most are hotter and more massive, and therefore easier to explain."
"1751563722-71","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","“Based on its radius, mass, age, and assumed internal temperature, we thought WASP-107 b had a very small, rocky core surrounded by a huge mass of hydrogen and helium,” explained Luis Welbanks from Arizona State University (ASU), lead author on a paper published today in Nature. “But it was hard to understand how such a small core could sweep up so much gas, and then stop short of growing fully into a Jupiter-mass planet.”"
"1751563722-72","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","If WASP-107 b instead has more of its mass in the core, the atmosphere should have contracted as the planet cooled over time since it formed. Without a source of heat to re-expand the gas, the planet should be much smaller. Although WASP-107 b has an orbital distance of just 5 million miles (one-seventh the distance between Mercury and the Sun), it doesn’t receive enough energy from its star to be so inflated."
"1751563722-73","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","https://webbtelescope.org/contents/news-releases/2024/news-2024-113?itemsPerPage=50&page=1","NASA's Webb Cracks Case of Inflated Exoplanet","","“WASP-107 b is such an interesting target for Webb because it’s significantly cooler and more Neptune-like in mass than many of the other low-density planets, the hot Jupiters, we’ve been studying,” said David Sing from the Johns Hopkins University (JHU), lead author on a parallel study  also published today in Nature. “As a result, we should be able to detect methane and other molecules that can give us information about its chemistry and internal dynamics that we can’t get from a hotter planet.”"
